recordid;departmentname;regioncode;departmentcode;oktmodepartment;end_date;autokey
2593599083813803291;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ «СОВЕТСКИЙ» УМВД РОССИИ ПО ГОРОДУ ЧЕЛЯБИНСКУ;74;740-048;75701370;;MVDR23_DEPARTMENTS_2593599083813803291
2653916625618605342;Генконсульство России в Салониках;99;;;;MVDR23_DEPARTMENTS_2653916625618605342
2653916648553059632;Генконсульство в Женеве;99;;;;MVDR23_DEPARTMENTS_2653916648553059632
2593598675926128592;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ МВД РОССИИ ПО Г. ДАГЕСТАНСКИЕ ОГНИ;05;050-011;82708000;;MVDR23_DEPARTMENTS_2593598675926128592
2982839830435599982;"МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА МВД РОССИИ ""БАЛЕЗИНСКИЙ""";18;180-012;94504000;;MVDR23_DEPARTMENTS_2982839830435599982
2653916619411035415;Консульский отдел посольства в Буэнос-Айресе;99;;;;MVDR23_DEPARTMENTS_2653916619411035415
2593592050091825066;МП №2 ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО ГОРОДСКОМУ ОКРУГУ КОЛОМНА ГУ МВД РОССИИ ПО МОСКОВСКОЙ ОБЛАСТИ;50;500-046;46738000;;MVDR23_DEPARTMENTS_2593592050091825066
2601595063746171975;Генеральное консульство России в Карловых Варах;99;;;;MVDR23_DEPARTMENTS_2601595063746171975
2593598745467687946;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО ШАМИЛЬСКОМУ РАЙОНУ;05;050-045;82646000;;MVDR23_DEPARTMENTS_2593598745467687946
2593590540511483797;ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В ТАНДИНСКОМ Р-НЕ;17;170-005;;;MVDR23_DEPARTMENTS_2593590540511483797
2709747266654049483;"ФГКУ ""ВНИИ МВД России""";00;;;;MVDR23_DEPARTMENTS_2709747266654049483
2593596183528085329;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛЕНИЯ ПОЛИЦИИ (ДИСЛОКАЦИЯ С. КУЙБЫШЕВО) МЕЖМУНИЦИПАЛЬНОГО ОТДЕЛА МВД РОССИИ ""МАТВЕЕВО - КУРГАНСКИЙ""";61;610-040;60701000;;MVDR23_DEPARTMENTS_2593596183528085329
2709747227303089332;ГУПЭ МВД России;00;;;;MVDR23_DEPARTMENTS_2709747227303089332
2593589283277247528;ОТДЕЛ РАЗРЕШИТЕЛЬНО-ВИЗОВОЙ РАБОТЫ УВМ МВД ПО РСО-АЛАНИЯ МВД РОССИИ ПО РЕСПУБЛИКЕ СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ;15;150-001;90701000;;MVDR23_DEPARTMENTS_2593589283277247528
2593596181254772560;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ МЕЖМУНИЦИПАЛЬНОГО ОТДЕЛА МВД РОССИИ «КРАСНОСУЛИНСКИЙ»;61;610-039;60701000;;MVDR23_DEPARTMENTS_2593596181254772560
2593591773645248041;ОТДЕЛ РАЗРЕШИТЕЛЬНО-ВИЗОВОЙ РАБОТЫ УВМ ГУ МВД ПО АЛТАЙСКОМУ КРАЮ ГУ МВД РОССИИ ПО АЛТАЙСКОМУ КРАЮ;22;220-001;;;MVDR23_DEPARTMENTS_2593591773645248041
2593590534127753101;ТП ОФМС РОССИИ ПО РЕСПУБЛИКЕ ТЫВА В ТЕС-ХЕМСКОМ Р-НЕ;17;170-013;;;MVDR23_DEPARTMENTS_2593590534127753101
2593598739503387653;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО НОГАЙСКОМУ РАЙОНУ;05;050-032;82640000;;MVDR23_DEPARTMENTS_2593598739503387653
2831540343986460265;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО КРАСНОЯРСКОМУ РАЙОНУ ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ;63;630-014;36628000;;MVDR23_DEPARTMENTS_2831540343986460265
2593598938867045542;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МОТД МВД РОССИИ «КИРОВГРАДСКОЕ» ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;66;660-064;65744000;;MVDR23_DEPARTMENTS_2593598938867045542
2593599096245720356;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ПО ЗАКРЫТОМУ АДМИНИСТРАТИВНО-ТЕРРИТОРИАЛЬНОМУ ОБРАЗОВАНИЮ ГОРОД ТРЕХГОРНЫЙ ЧЕЛЯБИНСКОЙ ОБЛАСТИ;74;740-043;75707000;;MVDR23_DEPARTMENTS_2593599096245720356
2642364089174595356;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ № 2 (ПО БАЙСАНГУРОВСКОМУ РАЙОНУ) УПРАВЛЕНИЕ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИИ ПО Г. ГРОЗНЫЙ;20;200-002;96701000;;MVDR23_DEPARTMENTS_2642364089174595356
2601595007710270484;Консульский отдел Посольства России в Болгарии (София);99;;;;MVDR23_DEPARTMENTS_2601595007710270484
2703987279805813966;Посольство Российской  Федерации в  Южно-Африканской Республике;99;;;;MVDR23_DEPARTMENTS_2703987279805813966
2601595050727052347;Генеральное консульство Российской Федерации в Рио-де-Жанейро;99;;;;MVDR23_DEPARTMENTS_2601595050727052347
2601595029839418408;Консульский отдел Посольства России в Литве (Вильнюс);99;;;;MVDR23_DEPARTMENTS_2601595029839418408
2593598712936667119;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО БУИНСКОМУ РАЙОНУ;16;160-020;92618000;;MVDR23_DEPARTMENTS_2593598712936667119
2593599002956010711;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА ПОЛИЦИИ № 2 (ДИСЛОКАЦИЯ С. ЯРКОВО) МО МВД РОССИИ «ТОБОЛЬСКИЙ»;72;720-025;71658000;;MVDR23_DEPARTMENTS_2593599002956010711
2593598980801696965;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ В ЛЕНИНСКОМ АДМИНИСТРАТИВНОМ ОКРУГЕ ГОРОДА ТЮМЕНИ ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ УМВД РОССИИ ПО ГОРОДУ ТЮМЕНИ;72;720-001;71701000;;MVDR23_DEPARTMENTS_2593598980801696965
2593598398011545313;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА МВД РОССИИ ПО ЧЕРЕПАНОВСКОМУ РАЙОНУ;54;540-041;50657101;;MVDR23_DEPARTMENTS_2593598398011545313
2593598997729907922;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА ПОЛИЦИИ (ДИСЛОКАЦИЯ С. УПОРОВО) МО МВД РОССИИ «ЗАВОДОУКОВСКИЙ»;72;720-023;71650000;;MVDR23_DEPARTMENTS_2593598997729907922
2593598935494825124;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ТУРИНСКОМУ РАЙОНУ ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;66;660-062;65721000;;MVDR23_DEPARTMENTS_2593598935494825124
2601595028547572775;Посольство России в Арабской Республике Египет;99;;;;MVDR23_DEPARTMENTS_2601595028547572775
2601594996972852231;Консульский отдел Посольства России в Мадагаскаре  (Антананариву);99;;;;MVDR23_DEPARTMENTS_2601594996972852231
2593599009213912285;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА ПОЛИЦИИ № 1 (ДИСЛОКАЦИЯ С. АБАТСКОЕ) МО МВД РОССИИ «ИШИМСКИЙ»;72;720-005;71603000;;MVDR23_DEPARTMENTS_2593599009213912285
2593598726761093114;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО БОТЛИХСКОМУ РАЙОНУ;05;050-017;82609000;;MVDR23_DEPARTMENTS_2593598726761093114
2593590536585615248;МИГРАЦИОННЫЙ ПУНКТ МО МВД РОССИИ «ДЗУН-ХЕМЧИКСКИЙ»;17;170-009;;;MVDR23_DEPARTMENTS_2593590536585615248
2653916638973269288;Генконсульство в Монреале;99;;;;MVDR23_DEPARTMENTS_2653916638973269288
2601595036147651630;Генеральное консульство России в Бресте;99;;;;MVDR23_DEPARTMENTS_2601595036147651630
2593598978419332291;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ «ГОЛЫШМАНОВСКИЙ»;72;720-011;71702000;;MVDR23_DEPARTMENTS_2593598978419332291
2593598392282126044;"МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ ""УБИНСКОЕ"" МЕЖМУНИЦИПАЛЬНОГО ОТДЕЛА МВД РОССИИ ""КАРГАТСКИЙ""";54;540-038;50654440;;MVDR23_DEPARTMENTS_2593598392282126044
2601595058427794498;Посольство России в Норвегии;99;;;;MVDR23_DEPARTMENTS_2601595058427794498
2593591504974910652;УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ УПРАВЛЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ ПО КАМЧАТСКОМУ КРАЮ, ОТДЕЛ РАЗРЕШИТЕЛЬНО-ВИЗОВОЙ РАБОТЫ;41;410-000;30701000;;MVDR23_DEPARTMENTS_2593591504974910652
2593599058866083080;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ""КАРТАЛИНСКИЙ"" ЧЕЛЯБИНСКОЙ ОБЛАСТИ";74;740-012;75623000;;MVDR23_DEPARTMENTS_2593599058866083080
2593596170794178378;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ (ДИСЛОКАЦИЯ Х. СТАРАЯ СТАНИЦА) МЕЖМУНИЦИПАЛЬНОГО ОТДЕЛА МВД РОССИИ «КАМЕНСКИЙ»;61;610-036;60701000;;MVDR23_DEPARTMENTS_2593596170794178378
2601594983014209531;Консульский отдел Посольства России в Португалии (Лиссабон);99;;;;MVDR23_DEPARTMENTS_2601594983014209531
2601595078384292949;Представительство МВД России в Республике Туркменистан;99;;;;MVDR23_DEPARTMENTS_2601595078384292949
2709747282407855317;ЦСН БДД МВД России;00;;;;MVDR23_DEPARTMENTS_2709747282407855317
2697432564481660707;"МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ МВД РОССИИ ""ВИЛЕГОДСКОЕ""";29;290-008;11511000;;MVDR23_DEPARTMENTS_2697432564481660707
2956810149085321084;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛЕНИЯ ПОЛИЦИИ ПО КРАСНОЗНАМЕНСКОМУ МУНИЦИПАЛЬНОМУ ОКРУГУ МО МВД РОССИИ ""НЕМАНСКИЙ"" УМВД РОССИИ ПО КАЛИНИНГРАДСКОЙ ОБЛАСТИ";39;390-014;27513000;;MVDR23_DEPARTMENTS_2956810149085321084
2593593673237140536;ОТДЕЛЕНИЕ ПО ВОПРОСАМ ГРАЖДАНСТВА УВМ УМВД РОССИИ ПО ЗАБАЙКАЛЬСКОМУ КРАЮ;75;750-001;;;MVDR23_DEPARTMENTS_2593593673237140536
3074246959813367582;"МИГРАЦИОННЫЙ ПУНКТ ПУНКТА ПОЛИЦИИ ""ПОЛОГИ"" (ДИСЛОКАЦИЯ Г. ПОЛОГИ) ОТДЕЛА МВД РФ ""ТОКМАКСКИЙ""";90;850-003;;;MVDR23_DEPARTMENTS_3074246959813367582
2593596351719675827;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ ПО КУЙБЫШЕВСКОМУ РАЙОНУ УМВД РОССИИ ПО ГОРОДУ САМАРЕ ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ;63;630-032;36701320;;MVDR23_DEPARTMENTS_2593596351719675827
2601594960927004647;Генеральное консульство России в Гданьске;99;;;;MVDR23_DEPARTMENTS_2601594960927004647
2891702695956059982;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ЗАКРЫТОМУ АДМИНИСТРАТИВНО-ТЕРРИТОРИАЛЬНОМУ ОБРАЗОВАНИЮ ГОРОД МЕЖГОРЬЕ;02;020-070;80707000;;MVDR23_DEPARTMENTS_2891702695956059982
2601594967621113837;Генеральное консульство России в Лейпциге;99;;;;MVDR23_DEPARTMENTS_2601594967621113837
2653916654701909302;Генконсульство в Бресте;99;;;;MVDR23_DEPARTMENTS_2653916654701909302
2601594942866331606;Временная группа в г. Усть-Каменогорск;99;;;;MVDR23_DEPARTMENTS_2601594942866331606
2982839777478317676;"ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ""ВОЛЬСКИЙ""";64;640-014;63611000;;MVDR23_DEPARTMENTS_2982839777478317676
2601594935417247695;Генеральное консульство России в Сан-Франциско;99;;;;MVDR23_DEPARTMENTS_2601594935417247695
2593599004054918360;"МИГРАЦИОННЫЙ ПУНКТ ПУНКТА ПОЛИЦИИ (ДИСЛОКАЦИЯ С. АРМИЗОНСКОЕ) МО МВД РОССИИ ""ОМУТИНСКИЙ""";72;720-006;71605405;;MVDR23_DEPARTMENTS_2593599004054918360
2593598974040478911;"МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ ""ПЕРВОМАЙСКОЕ"" МО МВД РОССИИ ""АСИНОВСКИЙ"" УМВД РОССИИ ПО ТОМСКОЙ ОБЛАСТИ";70;700-007;69648000;;MVDR23_DEPARTMENTS_2593598974040478911
2593596209205614431;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МВД РОССИИ ПО САЛЬСКОМУ РАЙОНУ;61;610-056;60701000;;MVDR23_DEPARTMENTS_2593596209205614431
2593596062396585743;ОТДЕЛЕНИЕ № 3 ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ УПРАВЛЕНИЯ МВД РОССИИ ПО Г. ТАГАНРОГУ;61;610-007;60701000;;MVDR23_DEPARTMENTS_2593596062396585743
2593594949899392717;МВД по Кабардино-Балкарской Республике;07;;;;MVDR23_DEPARTMENTS_2593594949899392717
2593598543092520801;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ № 4 (ДИСЛОКАЦИЯ МОТОВИЛИХИНСКИЙ РАЙОН) УПРАВЛЕНИЯ МВД РОССИИ ПО Г. ПЕРМИ;59;590-006;57701000;;MVDR23_DEPARTMENTS_2593598543092520801
2601594954484553697;Консульский отдел Посольства России в Италии (Рим);99;;;;MVDR23_DEPARTMENTS_2601594954484553697
2709747277416633554;"ФКУ ""Объединенная редакция МВД России""";00;;;;MVDR23_DEPARTMENTS_2709747277416633554
2653916585781105918;Посольство России в Австрии;99;;;;MVDR23_DEPARTMENTS_2653916585781105918
2601595048277578809;Посольство России в Корее;99;;;;MVDR23_DEPARTMENTS_2601595048277578809
3074295339465840534;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ ОТДЕЛА МВД РФ ""КУЙБЫШЕВСКИЙ""";90;850-014;;;MVDR23_DEPARTMENTS_3074295339465840534
2601595027381556262;Генеральное консульство России в Александрии;99;;;;MVDR23_DEPARTMENTS_2601595027381556262
2593596355695876021;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ ПО АВТОЗАВОДСКОМУ РАЙОНУ 1 УМВД РОССИИ ПО ГОРОДУ ТОЛЬЯТТИ ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ;63;630-033;36740000;;MVDR23_DEPARTMENTS_2593596355695876021
2593599052138419459;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО ВЕРХНЕУРАЛЬСКОМУ РАЙОНУ ЧЕЛЯБИНСКОЙ ОБЛАСТИ;74;740-007;75617000;;MVDR23_DEPARTMENTS_2593599052138419459
2593590703913178238;УМВД России по Забайкальскому краю;75;;;;MVDR23_DEPARTMENTS_2593590703913178238
2593590622258467848;ОТДЕЛ ПО ВОПРОСАМ ТРУДОВОЙ МИГРАЦИИ УВМ ГУ МВД РОССИИ ПО САРАТОВСКОЙ ОБЛАСТИ;64;640-000;63701000;;MVDR23_DEPARTMENTS_2593590622258467848
2593599057314190599;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛЕНИЯ ПОЛИЦИИ «КАРАБАШСКОЕ» МО МВД РОССИИ «КЫШТЫМСКИЙ» ЧЕЛЯБИНСКОЙ ОБЛАСТИ;74;740-011;75715000;;MVDR23_DEPARTMENTS_2593599057314190599
2593598830804997206;ОТДЕЛ ИММИГРАЦИОННОГО КОНТРОЛЯ УВМ ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;66;660-066;65721000;;MVDR23_DEPARTMENTS_2593598830804997206
2601595006292595730;Генеральное консульство России в Варне;99;;;;MVDR23_DEPARTMENTS_2601595006292595730
2947391312313193828;МВД России / Луганская Народная Республика;94;990-081;;;MVDR23_DEPARTMENTS_2947391312313193828
2956810102369163126;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛЕНИЯ ПОЛИЦИИ ПО НЕСТЕРОВСКОМУ МУНИЦИПАЛЬНОМУ ОКРУГУ МО МВД РОССИИ ""ГУСЕВСКИЙ"" УМВД РОССИИ ПО КАЛИНИНГРАДСКОЙ ОБЛАСТИ";39;390-011;27515000;;MVDR23_DEPARTMENTS_2956810102369163126
2653916645004678445;Генконсульство в Клайпеде;99;;;;MVDR23_DEPARTMENTS_2653916645004678445
3055355816803571420;УВД КИРОВСКОГО АДМИНИСТРАТИВНОГО ОКРУГА ГОРОДА ОМСКА;55;552-001;;;MVDR23_DEPARTMENTS_3055355816803571420
2601595026316203045;Посольство России в Кабо-Верде (Прайя);99;;;;MVDR23_DEPARTMENTS_2601595026316203045
2593593946898699693;УМВД России по Курской области;46;;;;MVDR23_DEPARTMENTS_2593593946898699693
2593599050745910530;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО БРЕДИНСКОМУ РАЙОНУ ЧЕЛЯБИНСКОЙ ОБЛАСТИ;74;740-005;75612000;;MVDR23_DEPARTMENTS_2593599050745910530
2601595055399507007;Посольство России в Эфиопии;99;;;;MVDR23_DEPARTMENTS_2601595055399507007
2593599038943139064;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО СОВЕТСКОМУ РАЙОНУ;86;860-029;71824000;;MVDR23_DEPARTMENTS_2593599038943139064
2593598396702922464;МИГРАЦИОННЫЙ ПУНКТ ОТДЕЛА МВД РОССИИ ПО ЧАНОВСКОМУ РАЙОНУ;54;540-040;50656151;;MVDR23_DEPARTMENTS_2593598396702922464
2601595003918619663;Посольство России в Японии;99;;;;MVDR23_DEPARTMENTS_2601595003918619663
2601594989741872129;Консульский отдел Посольства России в Гвинее (Конакри);99;;;;MVDR23_DEPARTMENTS_2601594989741872129
2593599012309308640;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ УПРАВЛЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ГОРОДУ СУРГУТУ;86;860-003;71876000;;MVDR23_DEPARTMENTS_2593599012309308640
2593598884525642876;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ""ИВДЕЛЬСКИЙ"" ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ";66;660-027;65721000;;MVDR23_DEPARTMENTS_2593598884525642876
3074256192768316615;"ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ПУНКТА ПОЛИЦИИ №2 (ДИСЛОКАЦИЯ ПГТ. ПРИАЗОВСКОЕ) УПРАВЛЕНИЯ МВД РФ ""МЕЛИТОПОЛЬСКОЕ""";90;850-006;;;MVDR23_DEPARTMENTS_3074256192768316615
2593596185432299346;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МВД РОССИИ ПО МАРТЫНОВСКОМУ РАЙОНУ;61;610-041;60701000;;MVDR23_DEPARTMENTS_2593596185432299346
3032165843761895280;"МО МВД России ""Бабаевский""";35;;;;MVDR23_DEPARTMENTS_3032165843761895280
2593591797275956812;ОТДЕЛ РАЗРЕШИТЕЛЬНО-ВИЗОВОЙ РАБОТЫ УВМ МВД ПО РЕСПУБЛИКЕ КРЫМ;91;910-001;35701000;;MVDR23_DEPARTMENTS_2593591797275956812
2593598622020933541;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МЕЖМУНИЦИПАЛЬНОГО ОТДЕЛА МВД РОССИИ ""ОЧЕРСКИЙ""";59;590-036;57644000;;MVDR23_DEPARTMENTS_2593598622020933541
2593596288494737297;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ ПО ЦЕНТРАЛЬНОМУ РАЙОНУ УМВД РОССИИ ПО ГОРОДУ ТОЛЬЯТТИ ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ;63;630-004;36740000;;MVDR23_DEPARTMENTS_2593596288494737297
2593599112637060400;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ «ТРАКТОРОЗАВОДСКИЙ» УМВД РОССИИ ПО ГОРОДУ ЧЕЛЯБИНСКУ;74;740-049;75701380;;MVDR23_DEPARTMENTS_2593599112637060400
2593590926454560184;ОТДЕЛ КАДРОВ И ГОСУДАРСТВЕННОЙ СЛУЖБЫ ГУВМ МВД РОССИИ;00;;;;MVDR23_DEPARTMENTS_2593590926454560184
2697432570244634408;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ""ТРУНОВСКИЙ""";26;260-030;07554000;;MVDR23_DEPARTMENTS_2697432570244634408
2892195239919883638;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА ПОЛИЦИИ № 8 В СОСТАВЕ УМВД РОССИИ ПО ГОРОДУ САРАТОВУ;64;640-038;63701000;;MVDR23_DEPARTMENTS_2892195239919883638
2593599062708065547;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО КОРКИНСКОМУ РАЙОНУ ЧЕЛЯБИНСКОЙ ОБЛАСТИ;74;740-017;75633000;;MVDR23_DEPARTMENTS_2593599062708065547
2593599063966356748;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО КУНАШАКСКОМУ РАЙОНУ ЧЕЛЯБИНСКОЙ ОБЛАСТИ;74;740-019;75636000;;MVDR23_DEPARTMENTS_2593599063966356748
2593599035663193333;МИГРАЦИОННЫЙ ПУНКТ №2 (ДИСЛОКАЦИЯ П САЛЫМ) ОТДЕЛА ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО НЕФТЕЮГАНСКОМУ РАЙОНУ;86;860-025;71818000;;MVDR23_DEPARTMENTS_2593599035663193333
2653916609772524816;Консульский отдел посольства в Лиссабоне;99;;;;MVDR23_DEPARTMENTS_2653916609772524816
2593590535729977231;МИГРАЦИОННЫЙ ПУНКТ ПП № 4 МО МВД РОССИИ «ДЗУН-ХЕМЧИКСКИЙ»;17;170-016;;;MVDR23_DEPARTMENTS_2593590535729977231
2831540292966946399;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ""КЛЯВЛИНСКИЙ"" ГУ МВД РОССИИ ПО САМАРСКОЙ ОБЛАСТИ";63;630-039;36622000;;MVDR23_DEPARTMENTS_2831540292966946399
2593598459760088861;ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО НОВОВАРШАВСКОМУ РАЙОНУ;55;550-024;52641000;;MVDR23_DEPARTMENTS_2593598459760088861
2653916623336903964;Генконсульство России в Торонто, Канада;99;;;;MVDR23_DEPARTMENTS_2653916623336903964
2593595847564334800;ГУ МВД России по Самарской области;63;;;;MVDR23_DEPARTMENTS_2593595847564334800
2601595041499583539;Посольство России в Омане (Маскат);99;;;;MVDR23_DEPARTMENTS_2601595041499583539
2593596205271357277;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛА МВД РОССИИ ПО НЕКЛИНОВСКОМУ РАЙОНУ;61;610-047;60701000;;MVDR23_DEPARTMENTS_2593596205271357277
2593598879467312248;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ «ЯЛУТОРОВСКИЙ»;72;720-026;71656000;;MVDR23_DEPARTMENTS_2593598879467312248
2593599086774981917;ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ «ЧЕБАРКУЛЬСКИЙ» ЧЕЛЯБИНСКОЙ ОБЛАСТИ;74;740-038;75758000;;MVDR23_DEPARTMENTS_2593599086774981917
2601594986201880574;Посольство России в Новой Зеландии (Веллингтон);99;;;;MVDR23_DEPARTMENTS_2601594986201880574
2593598623732209574;"Отделение по вопросам миграции МО МВД России ""Суксунский""";59;590-040;57651000;;MVDR23_DEPARTMENTS_2593598623732209574
2593598704279623656;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МО МВД РОССИИ ""КИЗИЛЮРТОВСКИЙ""";05;050-007;82725000;;MVDR23_DEPARTMENTS_2593598704279623656
2593598766556648478;МИГРАЦИОННЫЙ ПУНКТ ОМВД РОССИИ ПО НОВОШЕШМИНСКОМУ РАЙОНУ;16;160-046;92645000;;MVDR23_DEPARTMENTS_2593598766556648478
2593591871271868081;ОТДЕЛ ПО РАБОТЕ С ГРАЖДАНАМИ РФ УВМ ГУ МВД ПО АЛТАЙСКОМУ КРАЮ ГУ МВД РОССИИ ПО АЛТАЙСКОМУ КРАЮ;22;220-001;;;MVDR23_DEPARTMENTS_2593591871271868081
3073461919072392729;"ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОТДЕЛЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ""ЧАПЛЫНСКОЕ""";95;840-010;;;MVDR23_DEPARTMENTS_3073461919072392729
2593598872404104307;"МИГРАЦИОННЫЙ ПУНКТ МО МВД РОССИИ ""БАЙКАЛОВСКИЙ"" ГУ МВД РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ";66;660-018;65721000;;MVDR23_DEPARTMENTS_2593598872404104307
2653916635005457701;Генконсульство в Нью-Йорке;99;;;;MVDR23_DEPARTMENTS_2653916635005457701
